lat,lon,Id,cycloid_number,cusp_id,orientation_original,orientation_translated,stress,max_stress,slope,is_increasing,max_slope,min_slope,median_positive_slope,slope_to_max,slope_to_median_positive,stress_plot,cusp_direction
45.386,351.386,1,1,1,113.8698074,293.8698074,43.27142005037422,61.55670683418114,0.07254081701627643,True,1.953894559602437,-1.5045478596155042,0.4439454654509569,0.03712627002300291,0.16340028823718233,,left
45.428000000000004,351.301,2,1,2,62.73258391,242.73258391000002,60.804832949525924,61.64251155542662,-0.4286333461208638,False,1.950668116734251,-1.496831863953977,0.44485066738965606,-0.21973668531501334,-0.9635443476707497,,left
41.65,354.153,1,2,4,127.00252649999999,307.0025265,49.265915744657434,59.307133983250424,-0.024475777143790536,False,2.3984554747352718,-2.1008897899369314,0.4662038225867147,-0.01020480780302667,-0.05250016400120357,,left
35.02,349.844,1,3,6,147.7632134,327.76321340000004,19.666718626427674,66.48155136342315,-3.163102315836595,False,3.6707928262296328,-3.1636493698263553,0.9805366441437455,-0.8616945890366414,-3.2258889402331077,,left
48.648,333.05,1,4,7,138.4473869,318.44738689999997,32.407573940054476,79.19321000778442,-0.12783743481688215,False,1.8086795046405064,-1.306965803453436,0.8481252532745946,-0.07067998199177424,-0.15072942861128633,,left
-38.622,332.676,1,5,8,103.9283419,283.9283419,83.08413710631041,83.12239451741021,0.13937926518974847,True,1.8930025321353912,-3.134447810631753,0.7125869551576333,0.0736286734030527,0.19559615030970642,,left
-41.663999999999994,344.421,1,6,9,202.9321004,202.9321004,15.701831085607626,69.80956531856047,1.6381831573544325,True,1.798506888167097,-2.593964901096348,0.4778636496265709,0.9108573162174239,3.4281393000589175,,left
-38.024,340.691,2,6,10,198.4349488,198.4349488,3.9276329590652805,75.17307433632334,1.7672095305749476,True,2.277281866098994,-3.2254377102558847,0.5633190290697745,0.7760170389457298,3.1371379970834528,,left
-35.107,337.956,3,6,11,202.16634580000002,202.16634580000002,11.564159853619167,79.41903827823063,2.7236679145448557,True,2.7373255116710604,-3.7859063452505777,0.6220622387711559,0.9950106054000618,4.37844920457684,,left
-31.904,335.093,4,6,12,199.79887639999998,199.79887639999998,7.593093457609884,84.01826309306489,3.3007278384277607,True,3.317461498895102,-4.472098403833452,0.6748127797416628,0.9949558840478135,4.891323841986768,,left
-29.156999999999996,332.551,5,6,13,204.7751406,204.7751406,29.60211105435782,88.01519285532305,2.6464838363708987,True,3.872843317922812,-5.131681165583689,0.710881329943432,0.6833438946841599,3.72282084913032,,left
-9.732000000000001,355.605,1,7,14,129.0355129,309.03551289999996,-53.72817370631823,74.30931426498749,-3.432517993100823,False,19.7165822811877,-19.89268163153148,0.04261911414897935,-0.17409295100682393,-80.53940260471195,,left
-14.395999999999999,351.074,2,7,15,101.1648802,281.16488019999997,74.93220514508944,75.61691286629362,0.17368616264945935,True,12.564412896615998,-12.99296963851527,0.14793044792082688,0.013823659257189697,1.1741069204523538,,left
-18.107,346.018,3,7,16,105.40770359999999,285.4077036,78.78550529707604,78.81068510311829,-0.10540503019481678,False,9.250105312296881,-9.955240057752313,0.29011439564338704,-0.011395008665976345,-0.3633223024354235,,left
-20.452,342.248,4,7,17,100.491477,280.49147700000003,80.99949827659749,81.82602009533719,0.46354091939357056,True,7.65182467985276,-8.555419095189153,0.40303132407932285,0.0605791348845293,1.1501362095178946,,left
-22.336,339.145,5,7,18,112.3062051,292.3062051,49.41879665475349,84.40297501877181,-7.481447810872371,False,6.565357592677987,-7.610413018317838,0.4971048869980452,-1.139533940880243,-15.050038747460132,,left
-24.008000000000003,335.859,6,7,19,89.27477569999999,269.27477569999996,78.66403875770132,87.19602687459812,0.8060128376386331,True,5.681148618651623,-6.863376437238231,0.5897841820457665,0.14187497841412466,1.3666233550768363,,left
-2.864,350.217,1,8,20,85.91438322,265.91438322,76.35718022781522,78.74233342875912,0.14543120971236403,True,68.31302700043787,-69.58805449221879,0.03684035495895252,0.0021288942402073892,3.9476060932204184,,left
-4.622,345.511,2,8,21,66.80140949,246.80140949,75.1515921268809,82.87613270470509,0.07217631108054287,True,41.081750997237314,-42.900016838076795,0.09106147775421512,0.0017568947118489818,0.7926108038280976,,left
0.42700000000000005,346.75,1,9,22,84.89783475,264.89783475,-72.81813482525033,81.88892145353562,0.34056986171768416,True,439.5063323107082,-254.25960907709208,0.006902636484513875,0.000774891819936098,49.33909854325309,,left
-1.976,340.015,2,9,23,96.22582906,276.22582906,-60.565923424983445,89.03315614108193,-3.6382991700678557,False,91.94789117031883,-97.80046570670005,0.05106801350756028,-0.0395691420842756,-71.24418829272123,,left
10.517999999999999,38.55099999999999,1,10,24,48.57633438,228.57633438,65.73622703640827,105.96805838302481,0.26555453061186096,True,12.687115781148588,-16.06106190796816,0.5185657275262936,0.020931040213760847,0.5120942563609666,,left
13.589,31.88299999999998,2,10,25,48.81407483,228.81407483,66.5787076262189,100.21450940765568,0.282241826878252,True,10.636993664754671,-12.964180959459748,0.5613123848303307,0.02653398467402035,0.5028248699047785,,left
15.923,24.16300000000001,3,10,26,52.02839624,232.02839624,66.83035363034236,91.6803960905646,0.25934943155321877,True,9.74609949816973,-11.323106913623604,0.4982496684306579,0.0266105873023278,0.5205210318957048,,left
17.146,16.812000000000012,4,10,27,68.19859051,248.19859051,69.35460713126156,83.08179234825707,0.21985492674350596,True,9.547889944117886,-10.563248149081753,0.37880498027388076,0.023026545973013728,0.5803908031635383,,left
17.227999999999998,10.538000000000011,5,10,28,73.21735585,253.21735585,69.16420772720551,76.70532358286357,0.13915473388146296,True,9.911356626007667,-10.518277016393048,0.246325032328162,0.014039928047419582,0.5649232340141404,,left
0.8590000000000001,41.524,1,11,29,105.2551187,285.2551187,-58.8608418709709,108.75380508790468,-0.17426791728195692,False,137.69189589942854,-177.61588521853784,0.03830159633969733,-0.0012656367039149774,-4.549886530482245,,left
1.0959999999999999,37.69,2,11,30,97.27500496,277.27500496,-57.24665378519366,106.86818897230637,-0.9852496864083562,False,123.04271594971732,-146.46248811096086,0.05138181527378023,-0.008007379216263308,-19.175065753488898,,left
-0.305,42.97000000000003,1,12,31,112.7509763,292.7509763,60.395122734887075,109.25025760383626,0.0008627722599720954,True,433.54101340728596,-194.85852184066513,0.023749265827810083,1.9900591484791596e-06,0.036328376052863084,,left
-0.023,37.014999999999986,2,12,32,117.1981279,297.19812790000003,59.840721675034736,106.46997260067515,-0.058204431122528356,False,72.41144009179463,-1325.4699536976198,0.0986391055744307,-0.0008038015961116597,-0.5900746036125468,,left
0.341,31.064999999999998,3,12,33,123.111342,303.111342,-66.75124516012886,101.83167767744968,0.006704661854428973,True,466.1153817627501,-387.1645627632695,0.023851081196476626,1.4384124868553695e-05,0.281105154068211,,left
6.727,36.644000000000005,1,13,34,73.92642584,253.92642583999998,74.37281786751468,105.64494379928287,0.5973835773812107,True,21.166758802592696,-26.101743520294676,0.3293793741984596,0.028222723325407657,1.8136641944716054,,left
6.8,31.752999999999986,2,13,35,74.32047588,254.32047588,75.30040415549244,101.84677166338058,0.5022005472657036,True,22.67682570211203,-26.953199698061358,0.3019091494717818,0.022145980829183277,1.6634161241696392,,left
6.672000000000001,25.968999999999994,3,13,36,77.27564431,257.27564431,76.69911957928947,96.14777843162102,0.4635235929381203,True,25.012099778810672,-28.495443606838204,0.2546811187457951,0.018531974405875368,1.8200155363726715,,left
6.3229999999999995,22.762999999999977,4,13,37,75.57922687,255.57922687,75.7491287140879,92.65166286428826,0.3177401708676173,True,27.400984509630398,-30.4666963862068,0.21551847097762367,0.011595939947192182,1.4743059814144972,,left
-2.0580000000000003,337.585,13,13,38,90.0,270.0,86.98079293965225,91.76317825154823,3.9846002664220763,True,86.17302829470472,-93.00723779537213,0.059512703626765695,0.04623952929674316,66.95377664929362,,left
-4.448,331.681,14,13,39,106.60698059999999,286.6069806,-59.57615373412524,97.90007505671593,-0.8572533526139909,False,37.720376850500756,-42.9502581994516,0.16418210243692433,-0.022726532028340816,-5.221356895117917,,left
5.972,19.98399999999998,5,13,40,82.69424047,262.69424047,77.99156264168461,89.53419397900538,0.47558180138178874,True,29.803269997455132,-32.60836970930186,0.18276451109981842,0.01595736982627739,2.6021561763817793,,left
5.614,16.894999999999982,6,13,41,70.40771811,250.40771811000002,74.48926363048679,86.08790238625531,0.13511151542548366,True,32.59814535214626,-34.82031512573049,0.14878043576771505,0.004144760812798447,0.9081268967139462,,left
5.218,12.312000000000012,7,13,42,56.59217541,236.59217541,73.60816648082846,81.35080311024403,0.05189317619539757,True,36.25463486793146,-37.85137136837854,0.10294278118297509,0.001431352884519021,0.5040972819955226,,left
5.154,7.545999999999992,8,13,43,71.86191784,251.86191784,74.4033910870146,77.4133883561636,0.042108859941456134,True,37.627854176965776,-38.387428749325046,0.06530735145758362,0.0011190874649246792,0.6447797836175512,,left
4.269,1.4350000000000023,9,13,44,83.65980825,263.65980824999997,74.49930954425818,74.83839453318224,0.008300527176799596,True,45.98919005746299,-46.35634559588513,0.013697958014786488,0.00018048865758297066,0.6059682156887511,,left
1.614,353.918,10,13,45,89.42127443,269.42127443,75.86614782615061,76.37903857849194,-0.11652046155199727,False,123.57207952335912,-117.37797123457106,0.009754652266419781,-0.0009429351840758748,-11.945116890851857,,left
0.892,350.363,11,13,46,79.79602628,259.79602628,-73.42940911940636,78.71273986673147,0.16456982025239822,True,224.29948829022277,-200.28426905541022,0.006326332186993739,0.0007337057320409939,26.013464893724066,,left
-0.634,345.9,12,13,47,72.1496817,252.1496817,74.47157076052531,82.7235518798265,0.028365018288179406,True,300.69283207737067,-245.62275217078897,0.007083070690427297,9.433220636560056e-05,4.004621657456343,,left
-5.737,38.99400000000003,1,14,48,85.42607874,265.42607874,36.63141935876467,107.19275229594895,26.200648703811442,True,29.908354479833683,-23.845261430398192,0.19665141969595484,0.8760311009914559,133.23396670270972,,left
-5.218,37.692999999999984,2,14,49,108.43494879999999,288.4349488,71.43328041667655,106.53351166789739,-0.4363131243688439,False,33.30812104889823,-26.973047222883096,0.17175262001901723,-0.013099301630623693,-2.5403578956788744,,left
-3.908,35.91199999999998,3,14,50,91.78991061,271.78991061,92.13017761776794,105.5426463657605,-4.696541305791321,False,45.4598843882717,-37.37331171392244,0.11695614997316435,-0.10331177408367964,-40.156428771543396,,left
-3.1839999999999997,34.406000000000006,4,14,51,72.80145878,252.80145878000002,-57.84058548271388,104.51112611382881,0.5322068856004784,True,56.88826856811163,-47.203282370007784,0.08982175003403679,0.009355301171862413,5.925144916446244,,left
-2.474,33.161,5,14,52,98.13010235,278.13010235,74.22020267782523,103.57466657149287,-0.8151720026295777,False,73.6400431268149,-61.39523934560301,0.06515960264554568,-0.01106968393847593,-12.510389405901371,,left
-0.585,30.99599999999998,6,14,53,84.40066066,264.40066065999997,-63.546013099093855,101.76499440665711,0.7411885439834498,True,242.461318762166,-246.8440712802101,0.016236707169273668,0.0030569352165839407,45.6489444723173,,left
3.185,28.146000000000015,7,14,54,66.27960443,246.27960443,71.38624379003373,98.87039145800634,0.14513487880059112,True,51.685765092281336,-59.09687181447273,0.1265335201693295,0.0028080241927629958,1.1470073590489613,,left
-7.247999999999999,41.250999999999976,1,15,55,81.72410717,261.72410717,-1.4892887583149688,107.99715589038557,9.605458069571927,True,22.925611292968142,-17.92952703939742,0.27239239855527125,0.41898372727440253,35.26331175362399,,left
-2.398,41.18799999999999,1,16,56,146.0702026,326.0702026,62.132221859866846,108.5592904665506,-0.054643251164327555,False,69.78481753584857,-54.770009098652686,0.07476581011677966,-0.0007830249199441875,-0.7308588120556456,,left
-3.537,35.34800000000001,2,16,57,143.5691419,323.5691419,65.75908401838336,105.18177827457586,-0.07510022910947077,False,50.650472238951124,-41.43344784780203,0.10363584382460969,-0.0014827152796359783,-0.7246549681842532,,left
-5.678,30.048999999999978,3,16,58,149.5804204,329.5804204,67.21141497616487,100.46208334885844,-0.1238382948824882,False,32.749671529459945,-27.93930679669415,0.15819482963868242,-0.003781359906803631,-0.7828213802267452,,left
-6.9,34.685,1,17,59,152.730528,332.730528,64.21930541250049,104.23600168416552,-0.18783087414362426,False,25.918773792335514,-21.32449904254429,0.2259965298203689,-0.007246904334616634,-0.8311228242881418,,left
-7.801,39.295000000000016,1,18,60,145.713123,325.713123,62.9208680401276,106.99355576535855,-0.18608032460464735,False,21.760068038243134,-17.234668209018228,0.2891561213917118,-0.008551458767390469,-0.6435289134085785,,left
-8.671,34.82299999999998,2,18,61,152.102729,332.102729,63.244558262239906,103.98239501303678,-0.24969965553862838,False,20.443785552618625,-16.721712382371614,0.3005652131304154,-0.012213963744432087,-0.8307669837702861,,left
-9.362,28.545000000000016,3,18,62,131.1859252,311.18592520000004,69.1700985340292,98.28731515462584,-0.18225498925950542,False,19.771173097596076,-16.93116129262939,0.2878779837790213,-0.009218218279706697,-0.6330980468426742,,left
-10.445,30.689999999999998,1,19,63,108.43494879999999,288.4349488,75.13228569451103,100.08206599552207,-0.4743220461749347,False,17.368637298594606,-14.583999056159238,0.3498070799939297,-0.027309111130630538,-1.355953247667731,,left
-10.099,28.161999999999978,2,19,64,119.1342922,299.1342922,71.60439641827621,97.72327890911131,-0.25264420281381134,False,18.300666656646097,-15.674488687809072,0.3143595671935775,-0.013805191229034309,-0.8036790642933961,,left
